Event,Year,Month,Day,Company Name,Ticker,Market,Industry,Country
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Intel Corp.,INTC,^DJI,Technology,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Apple Inc.,AAPL,^IXIC,Technology,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,Weibo Corp. ADR,WB,^IXIC,Technology,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
"USTR (trade rep) released a list of 1,334 products ($50b) subject to 25% tariff",2018,4,3,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Chevron Corp.,CVX,^DJI,Energy,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,American Express Co.,AXP,^DJI,Financial Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Intel Corp.,INTC,^DJI,Technology,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Apple Inc.,AAPL,^IXIC,Technology,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,Weibo Corp. ADR,WB,^IXIC,Technology,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
"China proposed 25% tariff on 106 products ($50b) on soybeans, chemicals, etc.",2018,4,4,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
US banned ZTE for seven years,2018,4,16,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
US banned ZTE for seven years,2018,4,16,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
US banned ZTE for seven years,2018,4,16,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
US banned ZTE for seven years,2018,4,16,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
US banned ZTE for seven years,2018,4,16,Chevron Corp.,CVX,^DJI,Energy,U.S.
US banned ZTE for seven years,2018,4,16,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
US banned ZTE for seven years,2018,4,16,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
US banned ZTE for seven years,2018,4,16,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
US banned ZTE for seven years,2018,4,16,American Express Co.,AXP,^DJI,Financial Services,U.S.
US banned ZTE for seven years,2018,4,16,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
US banned ZTE for seven years,2018,4,16,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
US banned ZTE for seven years,2018,4,16,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
US banned ZTE for seven years,2018,4,16,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
US banned ZTE for seven years,2018,4,16,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
US banned ZTE for seven years,2018,4,16,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
US banned ZTE for seven years,2018,4,16,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
US banned ZTE for seven years,2018,4,16,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
US banned ZTE for seven years,2018,4,16,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
US banned ZTE for seven years,2018,4,16,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
US banned ZTE for seven years,2018,4,16,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
US banned ZTE for seven years,2018,4,16,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
US banned ZTE for seven years,2018,4,16,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
US banned ZTE for seven years,2018,4,16,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
US banned ZTE for seven years,2018,4,16,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
US banned ZTE for seven years,2018,4,16,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
US banned ZTE for seven years,2018,4,16,Intel Corp.,INTC,^DJI,Technology,U.S.
US banned ZTE for seven years,2018,4,16,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
US banned ZTE for seven years,2018,4,16,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
US banned ZTE for seven years,2018,4,16,Apple Inc.,AAPL,^IXIC,Technology,U.S.
US banned ZTE for seven years,2018,4,16,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
US banned ZTE for seven years,2018,4,16,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
US banned ZTE for seven years,2018,4,16,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
US banned ZTE for seven years,2018,4,16,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
US banned ZTE for seven years,2018,4,16,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
US banned ZTE for seven years,2018,4,16,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
US banned ZTE for seven years,2018,4,16,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
US banned ZTE for seven years,2018,4,16,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
US banned ZTE for seven years,2018,4,16,Weibo Corp. ADR,WB,^IXIC,Technology,China
US banned ZTE for seven years,2018,4,16,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
US banned ZTE for seven years,2018,4,16,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
Trump offered to help ZTE in a tweet,2018,5,13,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
Trump offered to help ZTE in a tweet,2018,5,13,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Chevron Corp.,CVX,^DJI,Energy,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,American Express Co.,AXP,^DJI,Financial Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Intel Corp.,INTC,^DJI,Technology,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Apple Inc.,AAPL,^IXIC,Technology,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
Trump offered to help ZTE in a tweet,2018,5,13,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
Trump offered to help ZTE in a tweet,2018,5,13,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
Trump offered to help ZTE in a tweet,2018,5,13,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
Trump offered to help ZTE in a tweet,2018,5,13,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
Trump offered to help ZTE in a tweet,2018,5,13,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
Trump offered to help ZTE in a tweet,2018,5,13,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
Trump offered to help ZTE in a tweet,2018,5,13,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
Trump offered to help ZTE in a tweet,2018,5,13,Weibo Corp. ADR,WB,^IXIC,Technology,China
Trump offered to help ZTE in a tweet,2018,5,13,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
Trump offered to help ZTE in a tweet,2018,5,13,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Chevron Corp.,CVX,^DJI,Energy,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,American Express Co.,AXP,^DJI,Financial Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Intel Corp.,INTC,^DJI,Technology,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Apple Inc.,AAPL,^IXIC,Technology,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
Trade war on hold after China agreed to buy more US goods,2018,5,20,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,Weibo Corp. ADR,WB,^IXIC,Technology,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
Trade war on hold after China agreed to buy more US goods,2018,5,20,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
US reinstated tariff plans ,2018,5,29,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
US reinstated tariff plans ,2018,5,29,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
US reinstated tariff plans ,2018,5,29,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
US reinstated tariff plans ,2018,5,29,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
US reinstated tariff plans ,2018,5,29,Chevron Corp.,CVX,^DJI,Energy,U.S.
US reinstated tariff plans ,2018,5,29,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
US reinstated tariff plans ,2018,5,29,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
US reinstated tariff plans ,2018,5,29,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
US reinstated tariff plans ,2018,5,29,American Express Co.,AXP,^DJI,Financial Services,U.S.
US reinstated tariff plans ,2018,5,29,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
US reinstated tariff plans ,2018,5,29,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
US reinstated tariff plans ,2018,5,29,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
US reinstated tariff plans ,2018,5,29,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
US reinstated tariff plans ,2018,5,29,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
US reinstated tariff plans ,2018,5,29,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
US reinstated tariff plans ,2018,5,29,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
US reinstated tariff plans ,2018,5,29,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
US reinstated tariff plans ,2018,5,29,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
US reinstated tariff plans ,2018,5,29,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
US reinstated tariff plans ,2018,5,29,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
US reinstated tariff plans ,2018,5,29,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
US reinstated tariff plans ,2018,5,29,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
US reinstated tariff plans ,2018,5,29,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
US reinstated tariff plans ,2018,5,29,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
US reinstated tariff plans ,2018,5,29,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
US reinstated tariff plans ,2018,5,29,Intel Corp.,INTC,^DJI,Technology,U.S.
US reinstated tariff plans ,2018,5,29,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
US reinstated tariff plans ,2018,5,29,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
US reinstated tariff plans ,2018,5,29,Apple Inc.,AAPL,^IXIC,Technology,U.S.
US reinstated tariff plans ,2018,5,29,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
US reinstated tariff plans ,2018,5,29,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
US reinstated tariff plans ,2018,5,29,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
US reinstated tariff plans ,2018,5,29,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
US reinstated tariff plans ,2018,5,29,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
US reinstated tariff plans ,2018,5,29,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
US reinstated tariff plans ,2018,5,29,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
US reinstated tariff plans ,2018,5,29,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
US reinstated tariff plans ,2018,5,29,Weibo Corp. ADR,WB,^IXIC,Technology,China
US reinstated tariff plans ,2018,5,29,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
